what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1534241141238
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534241156776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241243699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241243902
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534241285149
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534241288752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1534241312464
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1534241316630
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1534241316754
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1534241317488
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1534241317566
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1534241365738
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1534241365848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241370169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241393803
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534241394177
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534241394208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534241416298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534241421165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534241467607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534241471351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241505967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241506123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1534241510382
executed,command,org.testng.eclipse,6.11.0.201703011520,"org.testng.eclipse.shortcut.run",1534241517761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241518182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241524375
opened,view,org.testng.eclipse,6.11.0.201703011520,"org.testng.eclipse.ResultView",1534241526138
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241533862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241574447
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1534241582824
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534241590983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534241611231
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534241617066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534241623087
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1534241625271
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534241630061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534241630388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241638032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241640029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241642276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241682493
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1534241684131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1534241704474
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534241705956
executed,command,org.testng.eclipse,6.11.0.201703011520,"org.testng.eclipse.shortcut.run",1534241710402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241710449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241711977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241718452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241718468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241720480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534241756327
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1534241780758
